variant,arm,demo,size_mb,run,wall_ms,alloc_mb,pause_ms,gen0,gen1,gen2,base_heap_mb,peak_heap_mb,base_committed_mb,peak_committed_mb,base_working_set_mb,peak_working_set_mb,peak_private_mb,samples,frames,messages,digest,load1
gc-nonconc,scoreboard-stream,match730_003780635290037649646_0665775997_405.dem,146.4,1,1545.34,211.8,53.61,5,3,2,0.1,202.4,0.3,181.6,38.7,410.9,0.0,70,71567,2581,4BA08C8E8EB9676E,3.62
gc-nonconc,scoreboard-stream,match730_003774158895967109270_0748090338_404.dem,203.5,1,1895.00,248.5,55.12,5,3,2,0.1,202.7,0.3,183.2,38.6,469.1,0.0,85,91566,4689,57458BBFA438614F,3.57
gc-nonconc,scoreboard-stream,match730_003774343117851853026_1332064495_118.dem,218.2,1,2243.04,275.0,77.46,7,3,2,0.1,191.1,0.3,159.9,38.7,461.7,0.0,100,110442,4316,DF158C4AC154E538,3.53
gc-nonconc,scoreboard-stream,match730_003776138027634524837_1685184808_389.dem,275.3,1,2567.65,308.2,68.50,6,3,2,0.1,230.6,0.3,191.9,38.6,550.8,0.0,115,123467,5253,CB57B38493D40292,3.65
gc-nonconc,scoreboard-stream,match730_003778819064332288309_2122969707_408.dem,276.2,1,1789.10,327.4,68.64,6,3,2,0.1,223.1,0.3,188.1,38.7,546.3,0.0,81,130670,5181,3334374219FCC27A,3.51
gc-nonconc,scoreboard-stream,match730_003772273407471648848_0265700985_129.dem,278.5,1,1570.35,304.3,51.41,5,3,2,0.1,221.0,0.3,182.1,38.7,543.5,0.0,72,123283,6685,57B05B1C4482AA2B,3.39
gc-nonconc,scoreboard-stream,match730_003776517348408688739_1163782782_410.dem,280.1,1,2121.27,344.6,77.82,7,4,3,0.1,236.2,0.3,204.7,38.5,569.8,0.0,94,121233,4430,2B7389B39117B38B,3.20
gc-nonconc,scoreboard-stream,match730_003777343659314249787_1857131197_392.dem,280.8,1,2606.57,329.7,74.37,6,3,2,0.1,235.6,0.3,193.5,38.7,559.2,0.0,117,149109,5143,728E758BCFF675DC,3.18
gc-nonconc,scoreboard-stream,match730_003774148188613640349_0469622444_125.dem,330.0,1,2349.29,347.8,93.64,8,4,3,0.1,204.4,0.3,189.9,38.8,598.3,0.0,103,145716,6473,0E55AF9447B23711,3.09
gc-nonconc,scoreboard-stream,match730_003774170838123675757_1031274198_117.dem,350.0,1,1589.27,362.8,69.08,6,3,2,0.1,229.1,0.3,192.5,38.8,624.4,0.0,72,162641,6156,3E090A9D156FFA19,2.92
gc-nonconc,scoreboard-stream,match730_003779845759084527650_0449092279_123.dem,431.5,1,1932.78,422.5,91.55,8,3,2,0.1,274.3,0.3,215.0,38.7,729.5,0.0,87,196844,7648,5C8760AB6C12F4E3,2.77
gc-nonconc,scoreboard-stream,match730_003770625492944683328_1992712646_129.dem,492.4,1,3345.12,537.7,137.34,9,4,3,0.1,326.5,0.3,250.4,38.6,817.2,0.0,147,223628,8574,6554E87DCD1D6F1B,2.87
gc-nonconc,scoreboard-stream,match730_003774064632172380508_1522348072_129.dem,524.3,1,2374.08,553.3,129.78,9,4,3,0.1,313.0,0.3,243.3,38.5,843.8,0.0,104,228902,8635,E5159190B740B70E,3.84
gc-gen0-64m,scoreboard-stream,match730_003774074388190593393_1164257366_406.dem,40.0,1,703.44,124.2,28.72,3,2,2,0.1,113.1,0.3,82.4,38.5,202.4,0.0,33,35731,1042,1AE75EE5C5EA9B82,4.65
gc-gen0-64m,scoreboard-stream,match730_003774267902237081923_1151265719_407.dem,62.4,1,1133.58,176.5,51.01,4,3,2,0.1,177.4,0.3,133.3,38.8,275.8,0.0,51,59512,1376,C2AEFE4403835EFD,4.84
gc-gen0-64m,scoreboard-stream,match730_003780635290037649646_0665775997_405.dem,146.4,1,1575.99,211.7,58.44,4,3,2,0.1,184.0,0.3,139.4,38.8,367.2,0.0,71,71567,2581,4BA08C8E8EB9676E,4.61
gc-gen0-64m,scoreboard-stream,match730_003774158895967109270_0748090338_404.dem,203.5,1,1717.10,247.1,75.81,5,3,2,0.1,187.0,0.3,137.8,38.6,422.6,0.0,77,91566,4689,57458BBFA438614F,4.40
gc-gen0-64m,scoreboard-stream,match730_003774343117851853026_1332064495_118.dem,218.2,1,2104.40,274.4,75.15,5,3,2,0.1,229.1,0.3,143.6,38.8,453.2,0.0,92,110442,4316,DF158C4AC154E538,4.13
gc-gen0-64m,scoreboard-stream,match730_003776138027634524837_1685184808_389.dem,275.3,1,1816.84,307.4,106.74,7,5,3,0.1,214.0,0.3,147.0,38.6,501.9,0.0,80,123467,5253,CB57B38493D40292,3.88
gc-gen0-64m,scoreboard-stream,match730_003778819064332288309_2122969707_408.dem,276.2,1,3074.89,330.1,101.17,7,5,3,0.1,215.3,0.3,152.9,38.7,513.5,0.0,138,130670,5181,3334374219FCC27A,3.73
gc-gen0-64m,scoreboard-stream,match730_003772273407471648848_0265700985_129.dem,278.5,1,2023.07,310.4,107.23,7,5,3,0.1,216.4,0.3,146.5,38.6,506.9,0.0,90,123283,6685,57B05B1C4482AA2B,3.75
gc-gen0-64m,scoreboard-stream,match730_003776517348408688739_1163782782_410.dem,280.1,1,1843.61,345.9,97.37,7,5,3,0.1,197.7,0.3,148.3,38.8,513.6,0.0,82,121233,4430,2B7389B39117B38B,4.97
gc-gen0-64m,scoreboard-stream,match730_003777343659314249787_1857131197_392.dem,280.8,1,2276.08,328.0,109.47,7,5,3,0.1,203.9,0.3,138.2,38.6,504.3,0.0,100,149109,5143,728E758BCFF675DC,4.81
gc-gen0-64m,scoreboard-stream,match730_003774148188613640349_0469622444_125.dem,330.0,1,1735.31,342.2,99.86,7,5,3,0.1,206.6,0.3,141.3,38.7,550.1,0.0,77,145716,6473,0E55AF9447B23711,5.55
gc-gen0-64m,scoreboard-stream,match730_003774170838123675757_1031274198_117.dem,350.0,1,1719.09,362.9,113.29,8,5,3,0.1,212.9,0.3,143.2,38.7,570.1,0.0,77,162641,6156,3E090A9D156FFA19,5.50
gc-gen0-64m,scoreboard-stream,match730_003779845759084527650_0449092279_123.dem,431.5,1,2319.42,423.0,134.26,9,6,3,0.1,225.3,0.3,140.8,38.6,657.0,0.0,103,196844,7648,5C8760AB6C12F4E3,5.22
gc-gen0-64m,scoreboard-stream,match730_003770625492944683328_1992712646_129.dem,492.4,1,2811.64,520.6,151.72,10,6,3,0.1,231.1,0.3,153.7,38.8,726.2,0.0,124,223628,8574,6554E87DCD1D6F1B,5.36
gc-gen0-64m,scoreboard-stream,match730_003774064632172380508_1522348072_129.dem,524.3,1,2336.32,555.3,173.92,11,8,3,0.1,228.1,0.3,174.4,38.6,769.1,0.0,102,228902,8635,E5159190B740B70E,5.58
gc-nonconc-gen0,scoreboard-stream,match730_003774074388190593393_1164257366_406.dem,40.0,1,718.21,124.5,29.28,3,2,2,0.1,113.2,0.3,83.4,38.5,203.1,0.0,34,35731,1042,1AE75EE5C5EA9B82,6.17
gc-nonconc-gen0,scoreboard-stream,match730_003774267902237081923_1151265719_407.dem,62.4,1,1087.05,177.4,18.25,3,2,2,0.1,201.7,0.3,84.3,38.6,309.8,0.0,51,59512,1376,C2AEFE4403835EFD,5.92
gc-nonconc-gen0,scoreboard-stream,match730_003780635290037649646_0665775997_405.dem,146.4,1,1518.77,212.1,17.89,3,2,2,0.1,240.1,0.3,83.4,38.5,430.4,0.0,70,71567,2581,4BA08C8E8EB9676E,5.68
gc-nonconc-gen0,scoreboard-stream,match730_003774158895967109270_0748090338_404.dem,203.5,1,1681.04,247.3,64.73,4,3,2,0.1,247.4,0.3,211.6,38.8,498.0,0.0,75,91566,4689,57458BBFA438614F,5.39
gc-nonconc-gen0,scoreboard-stream,match730_003774343117851853026_1332064495_118.dem,218.2,1,1415.05,272.6,62.70,4,3,2,0.1,245.0,0.3,211.8,38.6,513.5,0.0,64,110442,4316,DF158C4AC154E538,5.04
gc-nonconc-gen0,scoreboard-stream,match730_003776138027634524837_1685184808_389.dem,275.3,1,1633.54,308.4,55.82,4,3,2,0.1,250.7,0.3,212.0,38.8,570.8,0.0,74,123467,5253,CB57B38493D40292,4.71
gc-nonconc-gen0,scoreboard-stream,match730_003778819064332288309_2122969707_408.dem,276.2,1,2937.69,328.0,59.58,4,3,2,0.1,254.5,0.3,212.9,38.8,572.8,0.0,134,130670,5181,3334374219FCC27A,4.50
gc-nonconc-gen0,scoreboard-stream,match730_003772273407471648848_0265700985_129.dem,278.5,1,1586.31,304.0,62.91,4,3,2,0.1,249.0,0.3,211.9,38.8,573.9,0.0,71,123283,6685,57B05B1C4482AA2B,4.29
gc-nonconc-gen0,scoreboard-stream,match730_003776517348408688739_1163782782_410.dem,280.1,1,1780.43,346.2,89.20,5,4,3,0.1,239.5,0.3,197.5,38.7,561.8,0.0,80,121233,4430,2B7389B39117B38B,4.03
gc-nonconc-gen0,scoreboard-stream,match730_003777343659314249787_1857131197_392.dem,280.8,1,2113.15,341.4,80.58,5,4,3,0.1,202.2,0.3,179.5,38.8,541.4,0.0,94,149109,5143,728E758BCFF675DC,3.87
gc-nonconc-gen0,scoreboard-stream,match730_003774148188613640349_0469622444_125.dem,330.0,1,1799.53,342.7,57.90,4,3,2,0.1,252.8,0.3,213.0,38.8,624.6,0.0,81,145716,6473,0E55AF9447B23711,3.72
gc-nonconc-gen0,scoreboard-stream,match730_003774170838123675757_1031274198_117.dem,350.0,1,1650.20,362.0,94.17,5,4,3,0.1,254.8,0.3,213.0,38.7,646.5,0.0,73,162641,6156,3E090A9D156FFA19,3.66
gc-nonconc-gen0,scoreboard-stream,match730_003779845759084527650_0449092279_123.dem,431.5,1,1946.58,422.5,88.17,5,4,3,0.1,248.6,0.3,211.9,38.8,728.3,0.0,87,196844,7648,5C8760AB6C12F4E3,3.53
gc-nonconc-gen0,scoreboard-stream,match730_003770625492944683328_1992712646_129.dem,492.4,1,2127.70,520.3,114.83,6,5,3,0.1,254.7,0.3,215.8,38.6,792.8,0.0,95,223628,8574,6554E87DCD1D6F1B,3.40
gc-nonconc-gen0,scoreboard-stream,match730_003774064632172380508_1522348072_129.dem,524.3,1,2746.42,555.5,153.69,7,6,3,0.1,260.6,0.3,230.1,38.6,829.3,0.0,121,228902,8635,E5159190B740B70E,3.29
gc-batch,scoreboard-stream,match730_003774074388190593393_1164257366_406.dem,40.0,1,753.40,107.2,52.86,12,5,3,0.1,107.3,0.3,64.6,38.7,190.9,0.0,36,35731,1042,1AE75EE5C5EA9B82,10.22
gc-batch,scoreboard-stream,match730_003774267902237081923_1151265719_407.dem,62.4,1,1175.79,158.1,99.12,18,9,4,0.1,135.7,0.3,80.0,38.7,222.0,0.0,55,59512,1376,C2AEFE4403835EFD,10.22
gc-batch,scoreboard-stream,match730_003780635290037649646_0665775997_405.dem,146.4,1,1600.05,196.1,119.57,23,10,5,0.1,131.9,0.3,76.1,38.7,312.2,0.0,72,71567,2581,4BA08C8E8EB9676E,9.64
gc-batch,scoreboard-stream,match730_003774158895967109270_0748090338_404.dem,203.5,1,1874.46,226.2,173.30,27,12,6,0.1,141.0,0.3,82.2,38.8,359.7,0.0,84,91566,4689,57458BBFA438614F,9.03
gc-batch,scoreboard-stream,match730_003774343117851853026_1332064495_118.dem,218.2,1,1577.47,250.8,161.13,30,13,5,0.1,131.3,0.3,83.6,38.7,379.7,0.0,70,110442,4316,DF158C4AC154E538,9.19
gc-batch,scoreboard-stream,match730_003776138027634524837_1685184808_389.dem,275.3,1,2018.74,287.1,184.51,35,15,6,0.1,139.0,0.3,80.4,38.7,425.7,0.0,91,123467,5253,CB57B38493D40292,9.41
gc-batch,scoreboard-stream,match730_003778819064332288309_2122969707_408.dem,276.2,1,3386.04,310.1,227.14,37,17,7,0.1,164.4,0.3,93.9,38.6,451.7,0.0,151,130670,5181,3334374219FCC27A,8.98
gc-batch,scoreboard-stream,match730_003772273407471648848_0265700985_129.dem,278.5,1,2116.52,284.4,214.37,35,17,7,0.1,147.8,0.3,83.6,38.8,427.4,0.0,97,123283,6685,57B05B1C4482AA2B,10.10
gc-batch,scoreboard-stream,match730_003776517348408688739_1163782782_410.dem,280.1,1,3528.62,334.5,262.49,39,20,8,0.1,178.5,0.3,108.0,38.7,454.8,0.0,154,121233,4430,2B7389B39117B38B,8.92
gc-batch,scoreboard-stream,match730_003777343659314249787_1857131197_392.dem,280.8,1,2649.64,311.0,240.61,38,18,8,0.1,136.9,0.3,81.3,38.8,446.0,0.0,119,149109,5143,728E758BCFF675DC,8.37
gc-batch,scoreboard-stream,match730_003774148188613640349_0469622444_125.dem,330.0,1,2296.09,328.3,198.91,39,18,6,0.1,133.2,0.3,78.5,38.5,476.1,0.0,102,145716,6473,0E55AF9447B23711,7.86
gc-batch,scoreboard-stream,match730_003774170838123675757_1031274198_117.dem,350.0,1,3414.06,343.9,278.33,42,20,8,0.1,156.6,0.3,92.5,38.8,514.8,0.0,150,162641,6156,3E090A9D156FFA19,7.39
gc-batch,scoreboard-stream,match730_003779845759084527650_0449092279_123.dem,431.5,1,2608.24,401.4,250.08,50,24,7,0.1,131.7,0.3,77.8,38.7,574.3,0.0,117,196844,7648,5C8760AB6C12F4E3,7.28
gc-batch,scoreboard-stream,match730_003770625492944683328_1992712646_129.dem,492.4,1,4427.13,512.9,362.02,62,29,10,0.1,191.5,0.3,114.4,38.6,648.9,0.0,196,223628,8574,6554E87DCD1D6F1B,6.75
gc-batch,scoreboard-stream,match730_003774064632172380508_1522348072_129.dem,524.3,1,3292.99,524.5,314.92,63,30,8,0.1,163.1,0.3,105.8,38.6,687.6,0.0,146,228902,8635,E5159190B740B70E,6.45
gc-batch-gen0,scoreboard-stream,match730_003774074388190593393_1164257366_406.dem,40.0,1,755.10,107.0,22.61,3,2,2,0.1,80.2,0.3,83.4,38.7,203.1,0.0,35,35731,1042,1AE75EE5C5EA9B82,6.26
gc-batch-gen0,scoreboard-stream,match730_003774267902237081923_1151265719_407.dem,62.4,1,1146.43,157.7,24.23,3,2,2,0.1,123.0,0.3,84.0,38.8,244.6,0.0,53,59512,1376,C2AEFE4403835EFD,5.92
gc-batch-gen0,scoreboard-stream,match730_003780635290037649646_0665775997_405.dem,146.4,1,1674.04,194.6,53.19,4,3,2,0.1,124.9,0.3,104.6,38.7,332.0,0.0,77,71567,2581,4BA08C8E8EB9676E,5.60
gc-batch-gen0,scoreboard-stream,match730_003774158895967109270_0748090338_404.dem,203.5,1,2197.83,227.2,71.06,5,3,2,0.1,144.9,0.3,115.2,38.8,400.7,0.0,98,91566,4689,57458BBFA438614F,5.31
gc-batch-gen0,scoreboard-stream,match730_003774343117851853026_1332064495_118.dem,218.2,1,1713.39,251.5,68.27,5,3,2,0.1,143.0,0.3,114.5,38.8,415.8,0.0,76,110442,4316,DF158C4AC154E538,4.97
gc-batch-gen0,scoreboard-stream,match730_003776138027634524837_1685184808_389.dem,275.3,1,2002.08,287.9,81.84,6,4,3,0.1,150.2,0.3,115.6,38.7,474.5,0.0,91,123467,5253,CB57B38493D40292,5.13
gc-batch-gen0,scoreboard-stream,match730_003778819064332288309_2122969707_408.dem,276.2,1,3378.78,312.6,86.51,6,4,3,0.1,148.4,0.3,109.8,38.6,471.6,0.0,150,130670,5181,3334374219FCC27A,4.80
gc-batch-gen0,scoreboard-stream,match730_003772273407471648848_0265700985_129.dem,278.5,1,2346.92,284.7,93.32,6,4,3,0.1,184.3,0.3,114.6,38.7,496.1,0.0,106,123283,6685,57B05B1C4482AA2B,5.70
gc-batch-gen0,scoreboard-stream,match730_003776517348408688739_1163782782_410.dem,280.1,1,3073.07,329.8,118.06,7,5,3,0.1,196.2,0.3,145.3,38.8,507.6,0.0,139,121233,4430,2B7389B39117B38B,6.44
gc-batch-gen0,scoreboard-stream,match730_003777343659314249787_1857131197_392.dem,280.8,1,1972.57,320.4,82.68,6,4,3,0.1,144.6,0.3,113.8,38.8,475.8,0.0,90,149109,5143,728E758BCFF675DC,7.77
gc-batch-gen0,scoreboard-stream,match730_003774148188613640349_0469622444_125.dem,330.0,1,2144.45,319.6,78.44,6,4,3,0.1,148.8,0.3,115.2,38.6,529.3,0.0,96,145716,6473,0E55AF9447B23711,6.95
gc-batch-gen0,scoreboard-stream,match730_003774170838123675757_1031274198_117.dem,350.0,1,3078.33,344.2,95.57,6,4,3,0.1,170.9,0.3,128.8,38.7,563.6,0.0,137,162641,6156,3E090A9D156FFA19,6.88
gc-batch-gen0,scoreboard-stream,match730_003779845759084527650_0449092279_123.dem,431.5,1,2547.77,405.1,108.33,8,5,3,0.1,150.7,0.3,114.9,38.7,626.7,0.0,115,196844,7648,5C8760AB6C12F4E3,6.49
gc-batch-gen0,scoreboard-stream,match730_003770625492944683328_1992712646_129.dem,492.4,1,4025.82,496.6,127.78,9,5,3,0.1,185.6,0.3,125.3,38.7,693.7,0.0,179,223628,8574,6554E87DCD1D6F1B,6.21
gc-batch-gen0,scoreboard-stream,match730_003774064632172380508_1522348072_129.dem,524.3,1,2960.34,514.9,129.83,9,6,3,0.1,167.6,0.3,122.1,38.7,730.8,0.0,134,228902,8635,E5159190B740B70E,6.27
